publication_id,publication_title,publication_doi,new_name,new_is_mentioned,new_is_used,new_description,new_source,new_domain
pub.1047158720,Auxiliary measures to assess factors related to food insecurity: Preliminary testing and baseline characteristics of newly designed hunger-coping scales,10.1016/j.pmedr.2016.06.021,Hunger in America Survey,true,false,A periodic survey conducted by Feeding America that tracks food‑insecurity trends in the United States.,Feeding America,Food Security
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,US EPA Toxic Release Inventory (TRI),true,true,Dataset tracking management of toxic chemicals and releases in the United States.,U.S. Environmental Protection Agency,Environmental Health / Pollution
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,US EPA Superfund Sites,true,true,Dataset of hazardous waste sites designated for cleanup by the EPA.,U.S. Environmental Protection Agency,Environmental Health / Pollution
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,U.S. Census Poverty Data (Household Federal Poverty Rate by Block Group),true,true,Census block group level poverty rates.,U.S. Census Bureau,Demography / Public Health
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,US EPA Resource Conservation and Recovery Act (RCRA) Sites,true,true,Dataset of facilities regulated under RCRA for hazardous waste management.,U.S. Environmental Protection Agency,Environmental Health / Pollution
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,FEMA Floodways and Floodplains,true,true,GIS layers of floodway and floodplain boundaries.,Federal Emergency Management Agency,Hydrology / Disaster Management
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,National School Lunch Program (NSLP) Data,true,true,School-level data on percentage of students qualifying for free/reduced lunch.,Virginia Department of Education / USDA,Education / Food Security
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,Virginia Department of Environmental Quality (DEQ) Solid Waste Facility Shapefile,true,true,GIS layer of solid waste facilities in Virginia.,Virginia Department of Environmental Quality,Environmental Management
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,Virginia Geographic Information Network (VGIN) Aerial Photo and GIS Data,true,true,High‑resolution aerial imagery and vector layers for Virginia.,Virginia Geographic Information Network,Geospatial / Land Use
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,Virginia DEQ Petroleum Release Sites,true,true,GIS layer of petroleum release incidents in Virginia.,Virginia Department of Environmental Quality,Environmental Contamination
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,Virginia DEQ VPDES Shapefile,true,true,GIS layer of National Pollutant Discharge Elimination System permits in Virginia.,Virginia Department of Environmental Quality,Water Quality
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,National Agriculture Imagery Program (NAIP) Aerial Photo,true,true,Annual aerial imagery collected by USDA for the United States.,USDA National Agricultural Imagery Program,Remote Sensing / Land Use
pub.1047979751,"Geospatial Evaluation for Urban Agriculture Land Inventory: Roanoke, Virginia USA",10.4018/ijagr.2017010103,TigerLine Shapefiles,true,true,Census Bureau's line files for geographic features.,U.S. Census Bureau,Geography / GIS
pub.1048389849,"Migrant and Seasonal Farmworker Food Insecurity: Prevalence, Impact, Risk Factors, and Coping Strategies",10.1080/19371918.2015.1019173,National Agricultural Workers Survey (NAWS),true,true,"A nationally representative survey of farmworkers conducted by the U.S. Department of Labor, collecting demographic, employment, and wage information.",U.S. Department of Labor,Labor Economics / Agricultural Workforce
pub.1048389849,"Migrant and Seasonal Farmworker Food Insecurity: Prevalence, Impact, Risk Factors, and Coping Strategies",10.1080/19371918.2015.1019173,Profile of Hired Workers (USDA),true,true,"A USDA dataset providing demographic and employment characteristics of hired workers in the United States, often used to study agricultural labor markets.",U.S. Department of Agriculture,Agricultural Labor Statistics
pub.1049012797,"Nativity, Not Acculturation, Predicts SNAP Usage Among Low-income Hispanics With Food Insecurity",10.1080/19320248.2014.962779,America's Second Harvest Survey,true,false,A survey conducted by America's Second Harvest (now Feeding America) that gathers information on food‑insecurity and program participation.,America's Second Harvest / Feeding America,Food assistance / hunger research
pub.1049012797,"Nativity, Not Acculturation, Predicts SNAP Usage Among Low-income Hispanics With Food Insecurity",10.1080/19320248.2014.962779,Core Food Security Module (CFSM) 6‑item instrument,true,false,"A six‑question USDA instrument derived from the Household Food Security Survey Module, used to classify households into food‑security categories.",U.S. Department of Agriculture,Food security measurement
pub.1049032982,The role of health behaviors and food insecurity in predicting fruit and vegetable intake in low-income children,10.1080/02739615.2015.1124772,National Youth Risk Behavior Survey (YRBS),true,false,A biennial CDC survey that gathers data on health‑related behaviors among U.S. youth.,Centers for Disease Control and Prevention,Public Health / Adolescent Behavior
pub.1049032982,The role of health behaviors and food insecurity in predicting fruit and vegetable intake in low-income children,10.1080/02739615.2015.1124772,What Foods Did You Eat measure,true,true,"A brief fruit‑and‑vegetable screener originally developed for urban African‑American youth, adapted here for parent report.","Weber Cullen et al., 1999",Nutrition / Dietary Assessment
pub.1050483147,Interest in Nutrition and Local Food Systems among Food-Insecure Households in an Appalachian Community,10.1080/19320248.2016.1146191,Berea Community Food Assessment Survey,true,true,"Original survey instrument administered to 259 households in Berea, Kentucky, covering consumption patterns, food preferences, food security status, and demographic information.",Primary data collected by the authors,Public health / Community nutrition
pub.1051620580,Food Insecurity and Health Care Utilization Among Older Adults in the United States,10.1080/21551197.2016.1200334,Family Food Security (FFS) supplement,true,true,A supplemental module added to the NHIS Family core in 2011‑2012 that captures family‑level food‑security information.,U.S. Department of Agriculture (USDA) via NHIS,Nutrition / Food security
pub.1051620580,Food Insecurity and Health Care Utilization Among Older Adults in the United States,10.1080/21551197.2016.1200334,Georgia Advanced Performance Outcomes Measures Project 6 (GA Advanced POMP6) linked with Medicare claims (CMS),true,false,A state‑level administrative dataset that combines Medicare claims with a performance outcomes project for older adults in Georgia.,Georgia Department of Public Health / CMS,Health services research
pub.1051620580,Food Insecurity and Health Care Utilization Among Older Adults in the United States,10.1080/21551197.2016.1200334,California Health Interview Survey (CHIS),true,false,A state‑level health interview survey conducted in California.,"University of California, Los Angeles (UCLA) Center for Health Policy Research",Public health
pub.1053779151,A Decade of Analysis: Household Food Insecurity Among Low-Income Immigrant Children,10.1177/0192513x16661216,Early Childhood Longitudinal Study‑Kindergarten (ECLS‑K),true,false,A longitudinal study that follows a nationally representative cohort of children who were in kindergarten in 1998‑1999.,"U.S. Department of Education, National Center for Education Statistics","Education, child development, public policy"
pub.1059307554,Food Insecurity Associated with Self-Efficacy and Acculturation,10.1089/pop.2015.0179,Behavioral Risk Factor Surveillance System (BRFSS),true,false,"A state‑based telephone survey that collects data on health‑related risk behaviors, chronic health conditions, and use of preventive services.",Centers for Disease Control and Prevention (CDC),Public health / Epidemiology
pub.1059307554,Food Insecurity Associated with Self-Efficacy and Acculturation,10.1089/pop.2015.0179,"United States Department of Agriculture Survey Module: Three‑stage Design, with Screeners",true,false,Technical documentation describing the sampling and questionnaire design of the USDA Household Food Security Survey Module.,U.S. Department of Agriculture (USDA),Survey methodology / Food security
pub.1063573950,Food Insecurity in U.S. Households That Include Children With Disabilities,10.1177/0014402916651847,Survey of Income and Program Participation (SIPP),true,true,"A longitudinal, nationally representative survey of U.S. households that collects detailed information on income, program participation, disability status, and material hardship including food security.",U.S. Census Bureau (fielded by Westat),Social/Economic Survey
pub.1067171610,Food Insecurity And Health Outcomes,10.1377/hlthaff.2015.0645,Panel Study of Income Dynamics (PSID),true,false,"A longitudinal household panel survey tracking economic, social, and health dynamics of families in the United States.",University of Michigan Survey Research Center,Economic/Social
pub.1067171610,Food Insecurity And Health Outcomes,10.1377/hlthaff.2015.0645,Early Childhood Longitudinal Study – Kindergarten Class (ECLS‑K),true,false,"A nationally representative longitudinal study of children who were in kindergarten in 1998‑1999, following them through school.",National Center for Education Statistics,Education/Child Development
pub.1067171610,Food Insecurity And Health Outcomes,10.1377/hlthaff.2015.0645,Fragile Families and Child Wellbeing Study,true,false,"A longitudinal birth cohort study of nearly 5,000 children born in large U.S. cities between 1998‑2000.","Harvard University, Princeton University, and others",Sociology/Family Studies
pub.1067171610,Food Insecurity And Health Outcomes,10.1377/hlthaff.2015.0645,National Longitudinal Survey of Children and Youth (NLSCY),true,false,A Canadian longitudinal survey that follows children and their families over time.,Statistics Canada,Health/Social
pub.1067171610,Food Insecurity And Health Outcomes,10.1377/hlthaff.2015.0645,Children’s Health‑Watch sentinel study,true,false,A surveillance study collecting health data on young children in urban hospitals.,Not explicitly stated,Public Health/Child Health
pub.1068323809,Identifying rural food deserts: Methodological considerations for food environment interventions,10.17269/cjph.107.5353,DMTI CanMap Streetfiles 2013,false,false,"Geographic street‑level dataset providing road network geometry for Quebec, used to compute network distances.",DMTI (Digital Map Technologies Inc.),Geography / GIS
pub.1068323809,Identifying rural food deserts: Methodological considerations for food environment interventions,10.17269/cjph.107.5353,Quebec municipal property assessment roll of 2010,false,false,"Administrative dataset containing property assessments, addresses, and functional classifications for all municipal properties in Quebec (2010).",MAMROT (Quebec Ministry of Municipal Affairs),Public administration / Urban planning
pub.1068323809,Identifying rural food deserts: Methodological considerations for food environment interventions,10.17269/cjph.107.5353,Canadian Census 2006,false,false,National population census providing demographic and socioeconomic variables used to compute a deprivation index.,Statistics Canada,Demography / Public health
pub.1068323809,Identifying rural food deserts: Methodological considerations for food environment interventions,10.17269/cjph.107.5353,National Nutritious Food Basket (2008),false,false,A reference list of recommended nutritious foods used as a benchmark for evaluating store offerings.,,Nutrition / Public health
pub.1071754222,"Household Food Insecurity Is Associated with Childhood Asthma 1 , 2",10.3945/jn.115.215939,Early Childhood Longitudinal Study - Kindergarten Cohort (ECLS-K),true,true,"A nationally representative longitudinal study of U.S. children who entered kindergarten in 1998‑1999, with multiple waves of data collection through grade 8.","National Center for Education Statistics (NCES) Early Childhood Longitudinal Study, Kindergarten Class of 1998‑99.",Education / Child health
pub.1071754403,Food Insecurity Is Associated with Subsequent Cognitive Decline in the Boston Puerto Rican Health Study 1–3,10.3945/jn.115.228700,Boston Puerto Rican Health Study,true,true,"A prospective cohort study of Puerto Rican adults in the Boston area, collecting health, dietary, and cognitive data.",Boston University / Tufts Medical Center,"Epidemiology, public health"
pub.1071754403,Food Insecurity Is Associated with Subsequent Cognitive Decline in the Boston Puerto Rican Health Study 1–3,10.3945/jn.115.228700,California Women’s Health Survey,true,false,A state‑level health survey conducted by the California Department of Public Health.,California Department of Public Health,Public health
pub.1071754403,Food Insecurity Is Associated with Subsequent Cognitive Decline in the Boston Puerto Rican Health Study 1–3,10.3945/jn.115.228700,Hispanic Health and Nutrition Examination Survey,true,false,A national survey focusing on health and nutrition of Hispanic adults in the United States.,National Center for Health Statistics,Public health
pub.1071754403,Food Insecurity Is Associated with Subsequent Cognitive Decline in the Boston Puerto Rican Health Study 1–3,10.3945/jn.115.228700,International Food Security Assessment,true,false,A multi‑year assessment report on global food security trends produced by international agencies.,FAO/UN,Food security
pub.1071754452,"A Model-Based Approach to Identify Classes and Respective Cutoffs of the Brazilian Household Food Insecurity Measurement Scale 1 , 2",10.3945/jn.116.231845,Brazilian Household Food Insecurity Measurement Scale (EBIA) responses,true,true,Data collected via the Brazilian Household Food Insecurity Measurement Scale (EBIA) from a cross‑sectional survey of low‑income households.,Primary data collection by the authors (2010 survey in Rio de Janeiro),Nutrition / Public Health
pub.1071754452,"A Model-Based Approach to Identify Classes and Respective Cutoffs of the Brazilian Household Food Insecurity Measurement Scale 1 , 2",10.3945/jn.116.231845,Food Insecurity Experience Scale (FIES),true,false,A globally‑standardized questionnaire developed by the FAO to measure food insecurity experiences.,Food and Agriculture Organization of the United Nations,Nutrition / Global Health
pub.1071754452,"A Model-Based Approach to Identify Classes and Respective Cutoffs of the Brazilian Household Food Insecurity Measurement Scale 1 , 2",10.3945/jn.116.231845,Pesquisa Nacional por Amostra de Domicílios (PNAD),true,false,"Brazilian National Household Sample Survey conducted by IBGE, providing socioeconomic and health data.",Instituto Brasileiro de Geografia e Estatística (IBGE),Sociology / Public Health
pub.1071754461,Severity of Household Food Insecurity Is Positively Associated with Mental Disorders among Children and Adolescents in the United States 1–4,10.3945/jn.116.232298,National Comorbidity Survey Replication‑Adolescent Supplement (NCS‑A),true,false,A nationally representative psychiatric epidemiology survey of US adolescents.,Harvard School of Public Health / Institute for Social Research,"Psychiatry, Epidemiology"
pub.1071754461,Severity of Household Food Insecurity Is Positively Associated with Mental Disorders among Children and Adolescents in the United States 1–4,10.3945/jn.116.232298,Web‑based Injury Statistics Query and Reporting System (WISQARS),true,false,"A CDC‑maintained online database providing injury, death, and cost statistics.",Centers for Disease Control and Prevention,"Public Health, Injury Epidemiology"
pub.1073476597,"Who Is Food Insecure? Implications for Targeted Recruitment and Outreach, National Health and Nutrition Examination Survey, 2005–2010",10.5888/pcd13.160103,Hunger Center Longitudinal Database (HCLD),true,false,"A longitudinal database containing records of clients served by food banks, intended for research purposes.",The Hunger Center (North Texas Food Bank),Public health / food assistance program data
pub.1073476619,"Food Insecurity and Cardiovascular Health in Pregnant Women: Results From the Food for Families Program, Chelsea, Massachusetts, 2013–2015",10.5888/pcd13.160212,Food for Families program data,true,true,"Internal dataset comprising referral, enrollment, and sociodemographic information for patients interacting with the Food for Families program at a community health center.",Chelsea Health Center electronic health record,Clinical / Food‑security intervention
pub.1073476619,"Food Insecurity and Cardiovascular Health in Pregnant Women: Results From the Food for Families Program, Chelsea, Massachusetts, 2013–2015",10.5888/pcd13.160212,Electronic Health Record (EHR) data,true,true,"Clinical data (vitals, labs, diagnoses) retrieved from the health system's EHR for the study cohort.",Chelsea Health Center EHR system,Clinical / Obstetrics
pub.1073476619,"Food Insecurity and Cardiovascular Health in Pregnant Women: Results From the Food for Families Program, Chelsea, Massachusetts, 2013–2015",10.5888/pcd13.160212,US Census poverty thresholds,true,false,Official poverty threshold tables published by the U.S. Census Bureau used for calculating income‑to‑poverty ratios.,U.S. Census Bureau,Economic / Demographic
pub.1074242117,Who are the World’s Food Insecure? New Evidence from the Food and Agriculture Organization’s Food Insecurity Experience Scale,10.1016/j.worlddev.2017.01.006,Gallup World Poll (GWP),true,true,"An annual survey of individuals (age 15+) in about 149 countries, collecting demographic, socioeconomic, and opinion variables.","Gallup, Inc.",Social/Economic Survey
pub.1074242117,Who are the World’s Food Insecure? New Evidence from the Food and Agriculture Organization’s Food Insecurity Experience Scale,10.1016/j.worlddev.2017.01.006,Food Insecurity Experience Scale Survey Module (FIES‑SM),true,true,An 8‑item experiential questionnaire measuring individual food‑insecurity experiences over the past 12 months.,"FAO Voices of the Hungry project, administered by Gallup.",Food security measurement
pub.1074242117,Who are the World’s Food Insecure? New Evidence from the Food and Agriculture Organization’s Food Insecurity Experience Scale,10.1016/j.worlddev.2017.01.006,World Bank World Development Indicators (WDI),true,true,A collection of development‑related economic and social indicators for countries worldwide.,World Bank,Economic development data
pub.1074242117,Who are the World’s Food Insecure? New Evidence from the Food and Agriculture Organization’s Food Insecurity Experience Scale,10.1016/j.worlddev.2017.01.006,Escala Latinoamericana y Caribeña de Seguridad Alimentaria (ELCSA),true,false,A Latin American and Caribbean experiential food‑security questionnaire.,Various Latin American governmental and research agencies.,Food security measurement
pub.1083848693,Brief assessment of food insecurity accurately identifies high-risk US adults,10.1017/s1368980017000180,2013 Current Population Survey (CPS) December Supplement,false,false,"A monthly household survey conducted by the U.S. Census Bureau for the Bureau of Labor Statistics, providing demographic and socioeconomic data including food security measures.",U.S. Census Bureau / Bureau of Labor Statistics,"Labor economics, public health, nutrition"
pub.1083848693,Brief assessment of food insecurity accurately identifies high-risk US adults,10.1017/s1368980017000180,Six‑item Short Form of the Food Security Survey Module,false,false,A reduced version of the USDA Household Food Security Survey Module consisting of six items used in some research studies for brevity.,U.S. Department of Agriculture (derived from HFSSM),Public health / nutrition
pub.1083939820,"Food Insecurity, Weight Status, and Perceived Nutritional and Exercise Barriers in an Urban Youth Population",10.1177/0009922817693301,U.S. Adult Food Security Survey Module,true,false,A 10‑item questionnaire developed by the USDA to assess adult food security status.,U.S. Department of Agriculture,Nutrition/Public Health
pub.1084055508,Food Insecurity Screening in Pediatric Primary Care: Can Offering Referrals Help Identify Families in Need?,10.1016/j.acap.2016.10.006,Survey of Well‑Being of Young Children (SWYC),true,false,"A screening instrument designed to assess developmental, behavioral, and social‑emotional health in young children.",Academic/clinical screening tool,Pediatrics / Child Development
pub.1084215783,"Relationship between food insecurity, child weight status, and parent‐reported child eating and snacking behaviors",10.1111/jspn.12177,CDC Growth Charts,true,true,Standard reference growth charts for U.S. children used to calculate BMI percentiles and z‑scores.,"CDC publication, 2000; applied to study participants' anthropometric data.",Pediatrics / Growth assessment
pub.1084243942,Ethnic markets and community food security in an urban “food desert”,10.1177/0308518x17700394,American Community Survey (ACS),true,true,"An annual survey conducted by the U.S. Census Bureau that provides detailed demographic, social, economic, and housing data.",U.S. Census Bureau,Demography / Public health
pub.1084535112,Changes in household food insecurity are related to changes in BMI and diet quality among Michigan Head Start preschoolers in a sex-specific manner,10.1016/j.socscimed.2017.04.003,USDA Food Composition Database,true,true,National database containing nutrient composition for foods and beverages.,United States Department of Agriculture,Nutrition / Food composition
pub.1084535112,Changes in household food insecurity are related to changes in BMI and diet quality among Michigan Head Start preschoolers in a sex-specific manner,10.1016/j.socscimed.2017.04.003,CDC Reference Growth Curves,true,true,Growth reference charts providing age‑ and sex‑specific percentiles and z‑scores for BMI and skinfold thickness.,Centers for Disease Control and Prevention,Pediatrics / Growth assessment
pub.1084740529,"The rise of food banks and the challenge of matching food assistance with potential need: towards a spatially specific, rapid assessment approach",10.1007/s10460-017-9783-y,Second Harvest Food Bank of Santa Clara and San Mateo Counties distribution data,true,true,Geocoded point dataset of food‑pantry and soup‑kitchen locations (and distribution quantities) supplied by the local food bank.,Second Harvest Food Bank of Santa Clara and San Mateo Counties,Food assistance logistics
pub.1084740529,"The rise of food banks and the challenge of matching food assistance with potential need: towards a spatially specific, rapid assessment approach",10.1007/s10460-017-9783-y,U.S. Census TIGER/Line shapefile,true,true,"GIS shapefile containing geographic boundaries for census tracts, urban areas, and other spatial units.",U.S. Census Bureau,Geography / GIS
pub.1084740529,"The rise of food banks and the challenge of matching food assistance with potential need: towards a spatially specific, rapid assessment approach",10.1007/s10460-017-9783-y,USDA Food and Nutrition Service Annual Data (FY 2010‑2014),true,false,Annual summary tables of USDA nutrition assistance program expenditures and participant counts.,"U.S. Department of Agriculture, Food and Nutrition Service",Nutrition assistance program statistics
pub.1084754596,A Municipal-level analysis of secular trends in severe food insecurity in Brazil between 2004 and 2013,10.1016/j.gfs.2017.03.004,Pesquisa Nacional por Amostra de Domicílio (PNAD),true,true,"Brazilian national household survey conducted by IBGE, providing micro‑data on demographics, income, and food‑security items.",IBGE (Brazilian Institute of Geography and Statistics).,Social statistics / Food security
pub.1084754596,A Municipal-level analysis of secular trends in severe food insecurity in Brazil between 2004 and 2013,10.1016/j.gfs.2017.03.004,Brazilian Census (2000 and 2010),true,true,"Decennial population and housing census conducted by IBGE, providing municipality‑level demographic and socioeconomic variables.",IBGE Census Bureau.,Demography / Socio‑economic statistics
pub.1084754596,A Municipal-level analysis of secular trends in severe food insecurity in Brazil between 2004 and 2013,10.1016/j.gfs.2017.03.004,Brazilian Household Food Insecurity Measurement Scale (EBIA),true,true,A 14‑item experience‑based questionnaire (adapted from the US HFSSM) used to assess household food insecurity in Brazil.,"Developed by Brazilian researchers (e.g., Frongillo, Gubert).",Nutrition / Food security assessment
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Household Food Insecurity Access Scale (HFIAS),true,false,A 9‑item scale measuring food‑insecurity access severity over the past 30 days.,"Deitchler et al., 2011",Food security measurement
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Household Hunger Scale (HHS),true,false,A 3‑item scale focusing on the most severe manifestations of food insecurity.,"Deitchler et al., 2011; Ballard et al., 2011",Food security measurement
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Latin American and Caribbean Household Food Security Scale (ELCSA),true,false,A 15‑item instrument measuring household food security over the previous 3 months.,"Ballard et al., 2013; FAO, 2015b",Food security measurement
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Food Insecurity Experience Scale (FIES),true,false,An 8‑item individual‑level questionnaire measuring food‑insecurity experiences over the past 12 months.,"Ballard et al., 2013; FAO, 2015b",Food security measurement
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Prevalence of Undernourishment (PoU),true,false,FAO‑derived estimate of the proportion of the population whose dietary energy intake is insufficient.,FAO reports,Food security statistics
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Household Consumption and Expenditure Surveys (HCES),true,false,National surveys that collect data on household food acquisition and expenditures.,,Household economics
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Global Hunger Index (GHI),true,false,"Composite index combining undernourishment, child wasting, stunting, and mortality.","von Grebmer et al., 2016",Food security measurement
pub.1090321072,Food security measurement and governance: Assessment of the usefulness of diverse food insecurity indicators for policy makers,10.1016/j.gfs.2017.06.003,Global Food Security Index (GFSI),true,false,"Index covering affordability, availability, and quality & safety of food.","EIU, 2016",Food security measurement
pub.1090618496,Student Hunger on Campus: Food Insecurity Among College Students and Implications for Academic Institutions,10.1177/0890117117719620,USDA Economic Research Service Household Food Security Reports (ERR‑194) 2014 and 2015,true,false,Annual national reports providing estimates of household food security status for the United States.,USDA Economic Research Service,Nutrition / Food Security
pub.1090665356,Food security in a remittance based economy,10.1007/s12571-017-0705-z,"Nepal Ethno Survey of Family, Migration, and Development",true,true,"A primary data collection effort by the authors covering households in Chitwan, Nepal, focusing on migration, remittances, and food security.",Authors' fieldwork (Regmi & Paudel),Agricultural economics / Migration studies
pub.1090665356,Food security in a remittance based economy,10.1007/s12571-017-0705-z,National Living Standard Survey (NLSS) 2010/11,true,false,A nationally representative household survey conducted by the Government of Nepal on living standards and poverty.,Government of Nepal,Socio‑economic statistics
pub.1090774397,Climate Change and Food Security: Florida’s Agriculture in the Coming Decades,10.1108/s1574-871520170000017007,USDA National Food Security Surveys,true,false,A series of surveys conducted by the USDA Economic Research Service that assess household food security status in the U.S.,U.S. Department of Agriculture (USDA) Economic Research Service,Food Security / Nutrition
pub.1090774397,Climate Change and Food Security: Florida’s Agriculture in the Coming Decades,10.1108/s1574-871520170000017007,USDA/ERS ERR-215,true,false,A specific Economic Research Service (ERS) report (ERR-215) likely containing data on Florida climate or agriculture.,U.S. Department of Agriculture Economic Research Service,Agriculture / Climate
pub.1090774397,Climate Change and Food Security: Florida’s Agriculture in the Coming Decades,10.1108/s1574-871520170000017007,Florida Climate Center,true,false,An organization that compiles climate data and analyses for the state of Florida.,Florida Climate Center,Climate
pub.1090834355,Assessing food insecurity in Latin America and the Caribbean using FAO’s Food Insecurity Experience Scale,10.1016/j.foodpol.2017.07.005,Food Insecurity Experience Scale (FIES),true,true,FAO's experiential measure of food insecurity collected globally via Gallup World Poll.,FAO / Gallup,Food security
pub.1090834355,Assessing food insecurity in Latin America and the Caribbean using FAO’s Food Insecurity Experience Scale,10.1016/j.foodpol.2017.07.005,Gallup World Poll (GWP),true,true,"Annual global survey of individuals covering many topics, including the FIES module.","Gallup, Inc.",Social/economic survey
pub.1090834355,Assessing food insecurity in Latin America and the Caribbean using FAO’s Food Insecurity Experience Scale,10.1016/j.foodpol.2017.07.005,Voices of the Hungry (VoH) project,true,true,FAO initiative that coordinated collection of the Food Insecurity Experience Scale via Gallup World Poll.,FAO,Food security data collection
pub.1090834355,Assessing food insecurity in Latin America and the Caribbean using FAO’s Food Insecurity Experience Scale,10.1016/j.foodpol.2017.07.005,Escala Latinoamericana y Caribeña de Seguridad Alimentaria (ELCSA),true,false,Regional food‑security questionnaire used in some Latin American countries.,Various national statistical agencies,Food security
pub.1090855981,Family Structure and Child Food Insecurity: Evidence from the Current Population Survey,10.1007/s11205-017-1700-7,National Survey of American Families,true,false,"A survey that collected information on family composition, relationships, and child outcomes in the United States.",Not specified in the excerpt,Family Sociology
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,discovered_datasets,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,name,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,confidence_score_mention,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,text_quote,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,domain,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,Agriculture / Crop Production,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,size,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,Tabular statistical reports,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,access_info,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,is_known_dataset,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,matched_known_dataset,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,discovery_reasoning,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,"},
    {",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,Wyoming Agricultural Statistics 2012,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,"Wyoming State Agriculture Department, 2012",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,Agriculture / Economic Analysis,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,Tabular economic data,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,": false,",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,": null,",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,University of Nebraska‑Lincoln Crop Budgets 2013,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,Budget tables for multiple crop types (2013),false,false,,,
