publication_id,publication_title,publication_doi,validated_dataset_id,validated_dataset_name,is_mentioned,is_used,validation_reasoning
pub.1123463238,Understanding the Why of College Student Food Insecurity,10.1080/19320248.2019.1701600,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the Household Food Security Survey Module (HFSSM) (six‑item short form) and describes using it to classify participants' food‑security status, which is a core part of the methods and results."
pub.1123654675,Maternal Depression: Relationship to Food Insecurity and Preschooler Fruit/Vegetable Consumption,10.3390/ijerph17010123,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly states that food‑insecurity (FI) was measured using two items taken from the USDA Household Food Security Survey Module, indicating the dataset was directly employed to collect the key outcome variable."
pub.1123925653,The Intersection of Food Insecurity and Tobacco Use: A Scoping Review,10.1177/1524839919874054,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,The authors describe that many of the included studies employed the HFSSM instrument; the scoping review itself does not apply the module to its own data.
pub.1124047862,Food Insecurity and Depression among Economically Disadvantaged Mothers: Does Maternal Efficacy Matter?,10.1111/aphw.12191,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact phrase “Household Food Security Survey Module” appears within the description of the instrument. However, the authors collected their own six‑item data from study participants and did not employ the existing HFSSM dataset for analysis; they merely used a short form derived from it."
pub.1124240623,A Mixed-Methods Evaluation of a Novel Food Pantry in a Pediatric Primary Care Center,10.1177/0009922819900960,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,false,"The exact name (or a close alias) of the dataset appears in the reference list, indicating the authors cited it as a source for background information (e.g., defining food deserts). There is no evidence in the methods, results, or analysis sections that the authors downloaded, processed, or analyzed data from the Food Access Research Atlas, so it is not genuinely used in the study."
pub.1124294857,The Voices of Latinx People: Overcoming Problems of Food Insecurity,10.1080/19320248.2020.1717713,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,false,"The exact name (or a very close variant) of the CPS‑FSS appears in the reference list, but the paper never describes using the survey data for analysis, modeling, or results. It is only cited as a source, not employed in the study’s methodology."
pub.1124294857,The Voices of Latinx People: Overcoming Problems of Food Insecurity,10.1080/19320248.2020.1717713,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The manuscript never cites the exact name ""Household Food Security Survey Module"" or any of its aliases. It refers only to USDA food‑sufficiency questions and other surveys, which are flag terms but not the dataset itself. Therefore there is no evidence of genuine usage."
pub.1124599616,The complexities of selling fruits and vegetables in remote Navajo Nation retail outlets: perspectives from owners and managers of small stores,10.1017/s1368980019003720,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,false,"The exact name of the dataset appears in the reference list, but there is no indication that the authors accessed, analyzed, or derived results from this dataset in their methods, analysis, or results sections."
pub.1124645581,"Food insecurity, gender, and international migration in low- and middle-income countries",10.1016/j.foodpol.2020.101837,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper cites the HFSSM only as a reference point when describing alternative food‑security scales. The authors’ empirical work relies on the Food Insecurity Experience Scale (FIES) collected via the Gallup World Poll, not on the HFSSM data. No methods, analysis, or results are based on HFSSM."
pub.1124680068,"Food Insecurity and Risk Indicators for Sexually Transmitted Infection Among Sexually Active Persons Aged 15-44, National Survey of Family Growth, 2011-2017",10.1177/0033354920904063,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper refers to food insecurity measurement using two specific survey questions and mentions the USDA's Household Food Security Survey in passing, but it does not cite the exact name or alias “Household Food Security Survey Module” (HFSSM). No explicit evidence shows that the HFSSM dataset was employed in the methods, analysis, or results."
pub.1124869068,"Food Insecurity and Age at Menarche in Tampa Bay, Florida",10.1080/03670244.2020.1727464,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The exact phrase ""Household Food Security Survey Module"" appears and the authors describe using this instrument to collect data on food insecurity, which is central to their analysis and results."
pub.1125152528,The Impact of Food Insecurity on Child Health,10.1016/j.pcl.2019.12.004,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,true,"The paper cites the CPS‑FSS as the source of the prevalence statistics presented in the figures, showing that the authors extracted and analyzed data from this specific supplement."
pub.1125152528,The Impact of Food Insecurity on Child Health,10.1016/j.pcl.2019.12.004,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The HFSSM is described as part of the survey instrument and as the basis for the two‑question Hunger Vital Sign, but the paper does not present any analysis of HFSSM response data; it only references the module for background and screening tool development."
pub.1125153020,Household food insecurity and antepartum depression in the National Children's Study,10.1016/j.annepidem.2020.01.010,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The manuscript explicitly names the HFSSM and describes its use to measure household food insecurity, which is a core exposure variable in the analysis."
pub.1125313890,Food insecurity among college students,10.1111/soc4.12790,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,No validation found in LLM response
pub.1125403014,Influence of Gestational Weight Gain on the Risk of Preterm Birth for Underweight Women Living in Food Deserts,10.1055/s-0040-1705168,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,true,"The authors explicitly state that they obtained food‑access variables from the Food Access Research Atlas and linked these data to the Ohio live‑birth dataset for analysis, satisfying the criteria for genuine usage."
pub.1125439346,Racial Differences in the Associations Between Food Insecurity and Fibroblast Growth Factor 23 in the Coronary Artery Risk Development in Young Adults Study,10.1053/j.jrn.2020.01.020,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact phrase “Household Food Security Survey Module” (as part of “US Household Food Security Survey Module”) appears, so the dataset is mentioned. However, the authors only refer to it as a reference instrument used in other national surveys; they do not analyze or draw results from this dataset in their own study."
pub.1125499099,Competitive ability of weedy rice: toward breeding weed-suppressive rice cultivars,10.1080/15427528.2020.1733158,6a1f754f-bb09-42ff-a485-9c00e9ebe27d,NASS Census of Agriculture,true,false,"The paper cites USDA NASS data to provide background statistics on U.S. rice production. While the dataset name (USDA NASS Census of Agriculture) appears in the reference list, the data are only used for descriptive context, not for the core experimental analysis of weed‑suppressive potential. Hence it is mentioned but not actively used in the study’s methodology or results."
pub.1125505629,"Food insecurity on a college campus: Prevalence, determinants, and solutions",10.1080/07448481.2020.1725019,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact name appears in a reference line, but the paper only uses the six‑item short form survey to collect new data from students. It does not employ an existing HFSSM dataset for analysis, so there is no genuine usage."
pub.1125613768,U.S food insecurity and population trends with a focus on adults with disabilities,10.1016/j.physbeh.2020.112865,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,true,"The paper describes the CPS‑FSS instrument, reports sample size (37,300 households in December 2018), and presents prevalence tables derived from this supplement, demonstrating active use."
pub.1125613768,U.S food insecurity and population trends with a focus on adults with disabilities,10.1016/j.physbeh.2020.112865,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The module is described as the measurement instrument within the CPS‑FSS, but the paper does not treat it as a separate dataset for analysis; it is only mentioned for context."
pub.1125662981,Food Security Status of Native Hawaiians and Pacific Islanders in the US: Analysis of a National Survey,10.1016/j.jneb.2020.01.009,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),false,false,The specific supplement CPS‑FSS is never named in the manuscript; only the generic CPS is referenced.
pub.1125693172,"Geography of Hunger: Demographic and Socioeconomic Determinates of Large-scale Severe Hunger Rates in Fresno, California",10.1080/10875549.2020.1740908,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,true,"The manuscript names the Food Access Research Atlas and states that its variables (e.g., food desert indicators, SNAP coverage) are included in the set of predictors used in the spatial regression analyses, confirming actual use."
pub.1125693172,"Geography of Hunger: Demographic and Socioeconomic Determinates of Large-scale Severe Hunger Rates in Fresno, California",10.1080/10875549.2020.1740908,6a1f754f-bb09-42ff-a485-9c00e9ebe27d,NASS Census of Agriculture,true,false,"The reference list contains the phrase ""Census of agriculture: 2017 state and county profiles -California"", which matches an alias of the NASS Census of Agriculture, but the body of the paper provides no description of using this dataset in methods, analysis, or results."
pub.1125879832,Food Insecurity and Mental Health: A Meta-Analysis,10.2139/ssrn.3520061,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,The paper cites the HFSSM as one of the measurement instruments used in primary studies included in the meta‑analysis. It does not analyze any data directly drawn from the HFSSM itself; the dataset is only referenced in the discussion of measurement heterogeneity.
pub.1125921435,Food Insecurity and Influenza and Pneumonia Vaccines Uptake Among Community-Dwelling Older Adults in the United States,10.1007/s10900-020-00812-0,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact name of the module appears, but the authors only describe it as part of the NHIS questionnaire. They do not analyze a separate HFSSM dataset; they use the NHIS micro‑data that includes the module."
pub.1125947018,"The association of food insecurity with the relative reinforcing value of food, BMI, and gestational weight gain among pregnant women",10.1016/j.appet.2020.104685,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the Household Food Security Survey Module (HFSSM) (via its six‑item short form) and describes using it to collect data, compute scores, and conduct statistical analyses linking food‑security scores to BMI, RRV, and gestational weight gain. This demonstrates genuine utilization of the dataset in the methods and results."
pub.1126038151,"Sexual orientation disparities in food insecurity and food assistance resource use in U.S. adult women: National Health and Nutrition Examination Survey, 2005-2014",10.21203/rs.2.17116/v2,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly cites the HFSSM as the instrument used within NHANES to measure food‑security outcomes, and the analysis of food‑insecurity prevalence is based on responses to this module."
pub.1126083557,Food Insecurity and Psychological Distress: a Review of the Recent Literature,10.1007/s13668-020-00309-1,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The exact name or any listed alias of the HFSSM does not appear in the paper text. The manuscript only refers to ""household food insecurity"" in a generic sense, not to the specific survey module."
pub.1126148180,"Eviction in early childhood and neighborhood poverty, food security, and obesity in later childhood and adolescence: Evidence from a longitudinal birth cohort",10.1016/j.ssmph.2020.100575,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper refers to a USDA Children’s Food Security Scale to define low food security, but it never explicitly names the Household Food Security Survey Module (HFSSM) or any of its aliases. Without the exact dataset name, the mention does not qualify as a dataset citation, and therefore there is no evidence of its use in methods or analysis."
pub.1126150527,Adverse Childhood Experiences and Food Insecurity in Adulthood: Evidence From the National Longitudinal Study of Adolescent to Adult Health,10.1016/j.jadohealth.2020.02.002,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper cites the USDA Household Food Security Survey Module as the source of the wording for a single food‑insecurity item used in the Add Health questionnaire. However, the study does not analyze the full HFSSM dataset, nor does it report results derived from HFSSM variables; it only uses one item as a proxy. Therefore the dataset is mentioned but not genuinely utilized in analysis."
pub.1126152627,Associations between food insecurity and psychotropic medication use among women living with HIV in the United States,10.1017/s2045796020000232,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,The paper explicitly states that the HFSSM was used to measure the primary exposure (food security) for all participants and that this variable was entered into multivariable regression models. This demonstrates genuine utilization of the dataset in the methods and analysis.
pub.1126258589,"Food insecurity and food assistance resource use by sexual minority women: National Health and Nutrition Examination Survey, 2005-2014",10.21203/rs.2.17116/v1,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The HFSSM is explicitly named as the measurement instrument embedded within NHANES, but the authors do not perform any separate analysis of the HFSSM dataset itself; they only use its questionnaire items to derive variables from NHANES."
pub.1126394519,Food Insecurity among Cancer Patients Enrolled in the Supplemental Nutrition Assistance Program (SNAP),10.1080/01635581.2020.1743867,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The authors explicitly state that the HFSSM was the instrument used to assess food insecurity for each participant, and the resulting scores are analyzed throughout the methods, results, and logistic regression sections."
pub.1126650195,Nudging while online grocery shopping: A randomized feasibility trial to enhance nutrition in individuals with food insecurity,10.1016/j.appet.2020.104714,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the U.S. Household Food Security Survey Module (an alias of HFSSM) and reports that it was administered to participants to measure their food‑security status, which was a key inclusion criterion and baseline variable. This constitutes genuine usage of the dataset in the methods and analysis."
pub.1127159187,Maternal marital status predicts self‐reported stress among pregnant women following hurricane Florence,10.1002/ajhb.23427,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The exact alias ""U.S. Household Food Security Survey Module"" appears and the authors state they used this instrument to collect data on food security, then include the variable in their regression analyses. This satisfies the criteria for genuine usage."
pub.1127249167,"Competing food sovereignties: GMO-free activism, democracy and state preemptive laws in Southern Oregon",10.1007/s10460-020-10034-8,6a1f754f-bb09-42ff-a485-9c00e9ebe27d,NASS Census of Agriculture,true,false,"The paper cites the Census of Agriculture (an alias of the NASS Census of Agriculture) in a reference entry, but the research methodology is purely ethnographic (interviews, participant observation, archival records). There is no description of analysis, modeling, or results derived from the census data, so the dataset is not genuinely utilized."
pub.1127253002,"“Bad Enough to Cook for Two, Worse for One” – Mixed Method Evaluation of Eating Behavior among Community Dwelling Older Adults",10.1080/21551197.2020.1759478,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper never cites the exact name or any alias of the HFSSM. It describes using a six‑item food insecurity short scale validated by the National Center for Health Statistics, but this is referenced generically and does not explicitly identify the HFSSM dataset. Therefore there is no direct evidence of the dataset being mentioned or used."
pub.1127379265,Food security and health in transition to adulthood for individuals with disabilities,10.1016/j.dhjo.2020.100937,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),false,false,"The manuscript discusses the USDA food‑security module within the NHIS, not the CPS‑FSS; there is no explicit CPS‑FSS citation."
pub.1127399374,Trauma-Informed Financial Empowerment Programming Improves Food Security Among Families With Young Children,10.1016/j.jneb.2020.02.008,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly states that household food insecurity was measured using the HFSSM and later analyzes the resulting food‑security outcomes in mixed‑effects logistic regression models. This indicates the instrument was employed to collect primary data that were subsequently analyzed, satisfying the criteria for genuine usage."
pub.1127408374,Impact of a farmers’ market nutrition coupon programme on diet quality and psychosocial well-being among low-income adults: protocol for a randomised controlled trial and a longitudinal qualitative investigation,10.1136/bmjopen-2019-035143,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The instrument is described as the tool for measuring the secondary outcome of household food insecurity, showing that the dataset (survey module) is directly applied in data collection and subsequent analysis."
pub.1127465224,Using a Bifactor Model to Measure Food Insecurity in Households with Children,10.1007/s10834-020-09686-9,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,true,"The paper explicitly states that the analytical sample is drawn from the CPS Food Security Supplement and later describes using the 2012‑2015 waves of the CPS‑FSS for the bifactor models, indicating direct use of the dataset in methods and results."
pub.1127465224,Using a Bifactor Model to Measure Food Insecurity in Households with Children,10.1007/s10834-020-09686-9,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The authors conduct factor‑analytic and bifactor modeling on the HFSSM items, reporting fit statistics, factor loadings, and reliability—all of which demonstrate that the HFSSM data were actively analyzed."
pub.1127502875,Food Insecurity and Pediatric Malnutrition Related to Under- and Overweight in the United States: An Evidence Analysis Center Systematic Review,10.1016/j.jand.2020.03.009,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The systematic review mentions the HFSSM as the instrument used in many primary studies, but the review itself does not perform any analysis on the raw HFSSM data. Therefore it is only mentioned, not genuinely used in this paper."
pub.1127814481,Food insecurity among nursing students: A mixed methods study,10.1111/nuf.12460,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly states that food security was measured using a modified version of the HFSSM, and the subsequent description of the eight‑question version shows that the authors collected and analyzed data with this instrument. This satisfies the criteria for genuine usage."
pub.1127858524,"Mapping Food Insecurity-Related 2-1-1 Calls in a 10-County Area of Central Texas by Zip Code: Exploring the Role of Geographic Food Access, Urbanicity and Demographic Indicators",10.1007/s10900-020-00847-3,6a1f754f-bb09-42ff-a485-9c00e9ebe27d,NASS Census of Agriculture,true,false,"The phrase ""census of agriculture"" appears in a reference title, indicating the dataset is cited but there is no description of the authors downloading, processing, or analyzing the NASS Census of Agriculture data in their methods, results, or discussion sections."
pub.1127991324,Household food insecurity: associations with disordered eating behaviours and overweight in a population-based sample of adolescents,10.1017/s1368980020000464,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The authors explicitly state that they used the six‑item US Household Food Security Survey Module, which is an alias of the HFSSM, to assess household food insecurity in their analysis."
pub.1128171602,Diabetes Prevention for Pacific People in the United States: A Mixed-Methods Feasibility Study to Adapt the Diabetes Prevention Program With Samoan/Tongan Church Communities,10.1097/phh.0000000000001181,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The authors explicitly state that they used the USDA 6‑item Household Food Security Survey Module to assess food insecurity in their participants, and they report results (e.g., 45% of households were food insecure) derived from this instrument."
pub.1128173362,Psychosocial Risk Factors for Food Insecurity in Puerto Ricans Living in the USA from Baseline to 5-Year Follow-Up,10.1093/jn/nxaa177,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact name (Household Food Security Survey Module) appears in the methods as the instrument used to measure food‑security status. However, the paper does not analyse an existing USDA HFSSM dataset; it merely employs the survey questionnaire to collect new data from study participants. Therefore it is mentioned but not genuinely used as a dataset."
pub.1128294984,Criminal offending trajectories from adolescence through young adulthood and the risk of food insecurity: evidence from the Add Health study,10.1016/j.annepidem.2020.06.002,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,No validation found in LLM response
pub.1128490898,Using syndemic theory to understand food insecurity and diet-related chronic diseases,10.1016/j.socscimed.2020.113124,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),false,false,"The manuscript never cites the exact name or any alias of the Food Access Research Atlas. Only generic references to USDA or food deserts appear, which are flag terms, not the dataset itself."
pub.1128490898,Using syndemic theory to understand food insecurity and diet-related chronic diseases,10.1016/j.socscimed.2020.113124,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The HFSSM is mentioned as a measurement instrument that could be employed, but the paper does not report actually collecting or analyzing data from this survey. It is discussed only in the methods‑instrumentation section."
pub.1128539712,"Sexual orientation disparities in food insecurity and food assistance resource use in U.S. adult women: National Health and Nutrition Examination Survey, 2005-2014",10.21203/rs.2.17116/v3,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper cites the HFSSM as the instrument embedded within NHANES to measure food insecurity, but it does not analyze a separate HFSSM dataset. The HFSSM is mentioned only as a measurement tool, not as a data source that was directly analyzed."
pub.1128582177,Food insecurity is associated with increased weight loss attempts in children and adolescents,10.1111/ijpo.12691,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The study uses the HFSSM to measure household food insecurity (HFI), a core exposure variable, and then conducts statistical analyses based on this measurement, satisfying the criteria for genuine dataset utilization."
pub.1129060651,O8 Implications of Social Norms When Measuring Childhood Food Security in Appalachia,10.1016/j.jneb.2020.04.020,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The HFSSM is referenced in the background to describe the content of the survey instrument, but the study does not analyze data drawn from the HFSSM nor report results derived from it. The research instead conducts qualitative interviews about participants' perceptions of the HFSSM items."
pub.1129060651,O8 Implications of Social Norms When Measuring Childhood Food Security in Appalachia,10.1016/j.jneb.2020.04.020,3a646c8a-eab3-4951-80ac-831ba3a7b1a9,Rural-Urban Continuum Codes (RUCC),true,true,"The paper explicitly uses RUCC values to classify study locations into metro and non‑metro categories, which directly informs the statistical comparisons performed. This constitutes genuine utilization of the RUCC dataset in the methodology."
pub.1129391388,"Food Insecurity, Sexual Risk, and Substance Use in Young Adults",10.1016/j.jadohealth.2020.05.038,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The manuscript mentions a single‑item food‑insecurity question and refers to the ""full 18‑item U.S. Household Food Security Scale"" and the ""6‑item short form,"" but it never uses the exact phrase ""Household Food Security Survey Module"" or any listed alias. Therefore the dataset is not explicitly mentioned nor used."
pub.1129401313,The Early Food Insecurity Impacts of COVID-19,10.3390/nu12072096,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The authors explicitly state they used the USDA six‑item validated food security module, which is the short‑form of the Household Food Security Survey Module, to collect and analyze data on food insecurity in their statewide survey."
pub.1129456280,Impact of a Fruit and Vegetable Prescription Program on Health Outcomes and Behaviors in Young Navajo Children,10.1093/cdn/nzaa109,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),false,false,"The manuscript does not contain the exact name or any alias of the CPS-FSS dataset. References to food security are limited to the USDA 6‑item short form questionnaire and general USDA definitions, which are flag terms but not the dataset itself. Consequently, there is no evidence of the dataset being mentioned or utilized in methods, analysis, or results."
pub.1129456280,Impact of a Fruit and Vegetable Prescription Program on Health Outcomes and Behaviors in Young Navajo Children,10.1093/cdn/nzaa109,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),false,false,"The manuscript never cites the exact name 'Food Access Research Atlas' or any of its aliases. Only generic USDA or related flag terms appear, which does not satisfy the criteria for a mention or usage."
pub.1129456405,"Maternal Food Insecurity is Positively Associated with Postpartum Mental Disorders in Ontario, Canada",10.1093/jn/nxaa240,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The HFSSM is identified as the instrument used to measure food insecurity for each respondent, and the resulting variable is central to the analyses and results reported."
pub.1129567199,Correlates of Healthy Eating in Urban Food Desert Communities,10.21203/rs.3.rs-41433/v1,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),false,false,"The paper does not contain the exact name or any alias of the Food Access Research Atlas. Only generic USDA or related flag terms appear, which are insufficient for a mention."
pub.1129567199,Correlates of Healthy Eating in Urban Food Desert Communities,10.21203/rs.3.rs-41433/v1,9c8159cd-47f9-49f6-966e-1f996b977d63,Food Acquisition and Purchase Survey (FoodAPS),true,false,"The paper cites a study that used FoodAPS as part of its reference list, but the methods, analysis, and results sections describe data collected from the Food in Our Neighborhood Study (FIONS) only. There is no indication that the authors accessed, analyzed, or derived results from FoodAPS themselves."
pub.1129598226,Modeling Household Food Insecurity with a Polytomous Rasch Model,10.1007/978-3-030-43469-4_24,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly states that the HFSSM responses were collected, screened, and then analyzed using both dichotomous and polytomous Rasch models. The methods, results, and discussion sections all refer to modeling HFSSM items, indicating the dataset was central to the empirical analysis."
pub.1129655612,Perceptions of the Food Environment and Access among Predominantly Black Low-Income Residents of Rural Louisiana Communities,10.3390/ijerph17155340,3a646c8a-eab3-4951-80ac-831ba3a7b1a9,Rural-Urban Continuum Codes (RUCC),true,true,"The authors explicitly state that they used the RUCC to determine which parishes qualified as rural for inclusion in the study, indicating direct application of the dataset in the research design."
pub.1129805907,"Explaining Racial Inequality in Food Security in Columbus, Ohio: A Blinder–Oaxaca Decomposition Analysis",10.3390/ijerph17155488,9c8159cd-47f9-49f6-966e-1f996b977d63,Food Acquisition and Purchase Survey (FoodAPS),false,false,"No occurrence of the name ""FoodAPS"" or any of its aliases is found in the manuscript; the study uses its own Ohio State University Food Mapping Team Survey."
pub.1129805907,"Explaining Racial Inequality in Food Security in Columbus, Ohio: A Blinder–Oaxaca Decomposition Analysis",10.3390/ijerph17155488,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The manuscript refers to the ""Six‑Item Household Food Security Survey Module designed by USDA"" but does not cite the HFSSM dataset itself; it is used only as a questionnaire instrument within the authors' primary survey."
pub.1129829908,The Healthy Meal Program: A food insecurity screening and referral program for urban dwelling older adults,10.1111/phn.12778,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact phrase ""Household Food Security Survey Module"" appears in the reference list, indicating the dataset is mentioned. However, the methods section describes using the ""USDA Six‑Item Short Form"" rather than the full HFSSM or its named short‑form variant, and no analysis is reported that directly utilizes the HFSSM dataset itself. Therefore, there is no direct evidence of actual usage in the study."
pub.1129850895,Food Insecurity Is Associated With Higher Health Care Use And Costs Among Canadian Adults,10.1377/hlthaff.2019.01637,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper refers to the Household Food Security Survey Module by name and indicates that the food‑insecurity variable used in the analysis is derived from this module within the CCHS. The exposure definition explicitly relies on the module’s 12‑month questionnaire, confirming genuine utilization."
pub.1129854201,Food Insecurity and Mortality in American Adults: Results From the NHANES-Linked Mortality Study,10.1177/1524839920945927,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the HFSSM, cites its source (USDA), and states that the questionnaire was used to assess food‑security status of respondents. This demonstrates direct utilization of the dataset in the study’s measurement of the exposure variable."
pub.1129863836,Caregiver’s Self-Confidence in Food Resource Management Is Associated with Lower Risk of Household Food Insecurity among SNAP-Ed-Eligible Head Start Families,10.3390/nu12082304,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly states that household food insecurity (HFI) was measured with this survey instrument, and the resulting HFI variable is used throughout the statistical analyses (chi‑square, logistic regression) and reported in the results. This demonstrates genuine utilization of the dataset in the methodology and outcome assessment."
pub.1129899659,"Food Insecurity, the Home Food Environment, and Parent Feeding Practices in the Era of COVID‐19",10.1002/oby.22996,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper explicitly cites the Household Food Security Survey Module (six‑item short form) as the instrument used to measure food security among survey respondents. However, it does not analyse an existing HFSSM dataset; instead it collects new data using the questionnaire. Therefore the dataset is mentioned but not genuinely utilized for analysis."
pub.1129936173,Trends in Adiposity and Food Insecurity Among US Adults,10.1001/jamanetworkopen.2020.12767,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the Household Food Security Survey Module and describes it as the instrument used to measure food‑security status for each participant, indicating direct utilization in the analysis."
