publication_id,publication_title,publication_doi,validated_dataset_id,validated_dataset_name,confidence_score_mention,confidence_score_use,validation_reasoning
pub.1111418597,"Persistent Food Insecurity Is Associated with Adverse Mental Health among Women Living with or at Risk of HIV in the United States",10.1093/jn/nxy203,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1111755539,"Armed Conflict in Central America and Immigrant Food Insecurity in the United States",10.2991/j.jegh.2018.02.005,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1111755539,"Armed Conflict in Central America and Immigrant Food Insecurity in the United States",10.2991/j.jegh.2018.02.005,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1111764285,"Food Insecurity Among Hispanic/Latino Youth: Who Is at Risk and What Are the Health Correlates?",10.1016/j.jadohealth.2018.10.302,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1111810039,"Inflammation and Stress Biomarkers Mediate the Association between Household Food Insecurity and Insulin Resistance among Latinos with Type 2 Diabetes",10.1093/jn/nxz021,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1111810039,"Inflammation and Stress Biomarkers Mediate the Association between Household Food Insecurity and Insulin Resistance among Latinos with Type 2 Diabetes",10.1093/jn/nxz021,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,2,""
pub.1111933060,"Food insecurity, psychosocial health and academic performance among college and university students in Georgia, USA",10.1017/s1368980018003439,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1112026317,"Food security of food recipients of a food pantry and soup kitchen",10.1017/s1368980018003658,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1112026317,"Food security of food recipients of a food pantry and soup kitchen",10.1017/s1368980018003658,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1112157019,"Food security and access to healthy foods in Indian country: Learning from the Food Distribution Program on Indian Reservations",10.1002/pa.1876,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,2,""
pub.1112157019,"Food security and access to healthy foods in Indian country: Learning from the Food Distribution Program on Indian Reservations",10.1002/pa.1876,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",9,10,""
pub.1112166832,"Predictors of Diet-Related Health Outcomes in Food-Secure and Food-Insecure Communities",10.1080/19371918.2019.1575313,68751d343a311b28982701cc,"Food Acquisition and Purchase Survey (FoodAPS)",9,0,""
pub.1112166832,"Predictors of Diet-Related Health Outcomes in Food-Secure and Food-Insecure Communities",10.1080/19371918.2019.1575313,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1112166832,"Predictors of Diet-Related Health Outcomes in Food-Secure and Food-Insecure Communities",10.1080/19371918.2019.1575313,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1112167330,"Food Security Status and Overweight/Obesity Among 2- to 5-Year-Old Boys and Girls in a Community-Based Clinic",10.1097/fch.0000000000000218,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1112173547,"Mapping Food Insecurity in Metro Atlanta",10.18737/atls20170620,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",9,0,""
pub.1112173547,"Mapping Food Insecurity in Metro Atlanta",10.18737/atls20170620,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,0,""
pub.1112173547,"Mapping Food Insecurity in Metro Atlanta",10.18737/atls20170620,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1112200364,"The Occupational Therapy Approach to Addressing Food Insecurity among Older Adults with Chronic Disease",10.3390/geriatrics4010022,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1112200364,"The Occupational Therapy Approach to Addressing Food Insecurity among Older Adults with Chronic Disease",10.3390/geriatrics4010022,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,1,""
pub.1112325034,"“Prevention Produce”: Integrating Medical Student Mentorship into a Fruit and Vegetable Prescription Program for At-Risk Patients",10.7812/tpp/18-238,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1112419761,"The Decline of Cash Assistance and the Well-Being of Poor Households with Children",10.1093/sf/soz020,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1112567751,"Household Food Consumption Patterns and Food Security among Low-Income Migrant Urban Farmers in Delhi, Jakarta, and Quito",10.3390/su11051378,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1112635462,"Material Hardships and Health Care Utilization Among Low-Income Children with Special Health Care Needs",10.1016/j.acap.2019.01.009,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1112635462,"Material Hardships and Health Care Utilization Among Low-Income Children with Special Health Care Needs",10.1016/j.acap.2019.01.009,68ea7da1b68f81f17e35ef3a,"National Survey of Children's Health (NSCH)",8,2,""
pub.1112852342,"The Relationship between Food Insecurity and Symptoms of Attention-Deficit Hyperactivity Disorder in Children: A Summary of the Literature",10.3390/nu11030659,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,1,""
pub.1112862224,"The Relation Between Household Food Insecurity and Children's Height in Canada and the United States: A Scoping Review",10.1093/advances/nmz034,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,1,""
pub.1112862224,"The Relation Between Household Food Insecurity and Children's Height in Canada and the United States: A Scoping Review",10.1093/advances/nmz034,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,1,""
pub.1112862388,"Effect of Supplemental Nutrition Assistance Program–Education (SNAP-Ed) on food security and dietary outcomes",10.1093/nutrit/nuz013,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1113048868,"Food insecurity and bulimia nervosa in the United States",10.1002/eat.23074,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1113049609,"Food Insecurity, Loneliness, and Social Support among Older Adults",10.1080/19320248.2019.1595253,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1113257504,"Trends in Food Insecurity and SNAP Participation among Immigrant Families U.S.-Born Young Children",10.3390/children6040055,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1113258072,"Connecting Urban Food Plans to the Countryside: Leveraging Denver’s Food Vision to Explore Meaningful Rural–Urban Linkages",10.3390/su11072022,68751d343a311b28982701cb,"NASS Census of Agriculture",8,8,""
pub.1113304574,"Indirect Effects of Food Insecurity on Body Mass Index Through Feeding Style and Dietary Quality Among Low-Income Hispanic Preschoolers",10.1016/j.jneb.2019.02.010,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1113378957,"National Trends in Food Insecurity and Congregation-Based Food Provision between 1998 and 2012",10.1080/03670244.2019.1598979,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1113378957,"National Trends in Food Insecurity and Congregation-Based Food Provision between 1998 and 2012",10.1080/03670244.2019.1598979,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1113407479,"Food insecurity is associated with anxiety, stress, and symptoms of posttraumatic stress disorder in a cohort of women with or at risk of HIV in the United States",10.1093/jn/nxz093,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1113490561,"Parenting While Food Insecure: Links Between Adult Food Insecurity, Parenting Aggravation, and Children’s Behaviors",10.1177/0192513x19842902,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1113667661,"Food Insecure College Students and Objective Measurements of Their Unused Meal Plans",10.3390/nu11040904,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1113824054,"Children’s Dietary Quality and Micronutrient Adequacy by Food Security in the Household and among Household Children",10.3390/nu11050965,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1113824054,"Children’s Dietary Quality and Micronutrient Adequacy by Food Security in the Household and among Household Children",10.3390/nu11050965,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1114050530,"Varying Levels of Food Insecurity Associated with Clinically Relevant Depressive Symptoms in U.S. Adults Aged 60 Years and Over: Results from the 2005–2014 National Health and Nutrition Survey",10.1080/21551197.2019.1611520,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1114050530,"Varying Levels of Food Insecurity Associated with Clinically Relevant Depressive Symptoms in U.S. Adults Aged 60 Years and Over: Results from the 2005–2014 National Health and Nutrition Survey",10.1080/21551197.2019.1611520,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1114499508,"Food insecurity, childhood hunger and caregiver life experiences among households with children in South Carolina, USA",10.1017/s1368980019000922,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1114499508,"Food insecurity, childhood hunger and caregiver life experiences among households with children in South Carolina, USA",10.1017/s1368980019000922,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,2,""
pub.1114810683,"Phosphorus use efficiency and crop production: Patterns of regional variation in the United States, 1987–2012",10.1016/j.scitotenv.2019.05.228,68751d343a311b28982701cb,"NASS Census of Agriculture",9,9,""
pub.1115597788,"Reframing food security by and for Native American communities: a case study among tribes in the Klamath River basin of Oregon and California",10.1007/s12571-019-00925-y,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,0,""
pub.1115597788,"Reframing food security by and for Native American communities: a case study among tribes in the Klamath River basin of Oregon and California",10.1007/s12571-019-00925-y,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1115597788,"Reframing food security by and for Native American communities: a case study among tribes in the Klamath River basin of Oregon and California",10.1007/s12571-019-00925-y,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,0,""
pub.1116194880,"Diet quality trends among adults with diabetes by socioeconomic status in the U.S.: 1999–2014",10.1186/s12902-019-0382-3,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1116194880,"Diet quality trends among adults with diabetes by socioeconomic status in the U.S.: 1999–2014",10.1186/s12902-019-0382-3,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1117163849,"Child Food Insecurity and Neighborhood Food Environment in Relation to Academic Performance and Behavior Problems Among a National Sample of Kindergarten Children (OR02-04-19)",10.1093/cdn/nzz051.or02-04-19,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",10,10,""
pub.1117366453,"Using chiles and comics to address the physical and emotional wellbeing of farmworkers in Vermont’s borderlands",10.1007/s10460-019-09960-z,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1117376251,"Food Insecurity Among Formerly Incarcerated Adults",10.1177/0093854819856920,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,2,""
pub.1117614998,"Tobacco use increases risk of food insecurity: An analysis of continuous NHANES data from 1999 to 2014",10.1016/j.ypmed.2019.105765,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1117614998,"Tobacco use increases risk of food insecurity: An analysis of continuous NHANES data from 1999 to 2014",10.1016/j.ypmed.2019.105765,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1117637384,"Latent profile analysis of dietary intake in a community-dwelling sample of older Americans",10.1017/s1368980019001496,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1117767274,"Household Debt and Children’s Risk of Food Insecurity",10.1093/socpro/spz027,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1117767274,"Household Debt and Children’s Risk of Food Insecurity",10.1093/socpro/spz027,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",8,1,""
pub.1117860982,"Food insecurity screening: A missing piece in cancer management",10.1002/cncr.32291,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1117860982,"Food insecurity screening: A missing piece in cancer management",10.1002/cncr.32291,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",10,10,""
pub.1117860982,"Food insecurity screening: A missing piece in cancer management",10.1002/cncr.32291,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1118014922,"Household Food Insecurity among African Immigrants of the United States: Evidence from the National Health Interview Survey",10.1080/19320248.2019.1640828,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1118014922,"Household Food Insecurity among African Immigrants of the United States: Evidence from the National Health Interview Survey",10.1080/19320248.2019.1640828,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",10,10,""
pub.1118093754,"Measuring Social Cohesion and Social Capital within the Context of Community Food Security: A Confirmatory Factor Analysis",10.1080/19320248.2019.1640161,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1118093754,"Measuring Social Cohesion and Social Capital within the Context of Community Food Security: A Confirmatory Factor Analysis",10.1080/19320248.2019.1640161,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1119798005,"Social support and monetary resources as protective factors against food insecurity among older Americans: findings from a health and retirement study",10.1007/s12571-019-00945-8,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1119798005,"Social support and monetary resources as protective factors against food insecurity among older Americans: findings from a health and retirement study",10.1007/s12571-019-00945-8,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",9,0,""
pub.1119824225,"Food Security Status and Hair Cortisol among Low-income Mother-Child Dyads",10.1177/0193945919867112,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1120022213,"Long-Term Food Insecurity, Hunger and Risky Food Acquisition Practices: A Cross-Sectional Study of Food Charity Recipients in an Australian Capital City",10.3390/ijerph16152749,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1120023659,"Malign and benign neglect: a local food system and the myth of sustainable redevelopment in Appalachia Ohio",10.1007/s10460-019-09976-5,68751d343a311b28982701cb,"NASS Census of Agriculture",8,1,""
pub.1120484769,"Housing and food stress among transgender adults in the United States",10.1016/j.annepidem.2019.08.004,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,1,""
pub.1120484769,"Housing and food stress among transgender adults in the United States",10.1016/j.annepidem.2019.08.004,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,1,""
pub.1120549780,"Utilization of Informal Food Support Among Low-Income Households: Application of Andersen’s Service Use Model",10.1177/1044389419860636,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1120657067,"Association between food insecurity, cardiorenal syndrome and all-cause mortality among low-income adults",10.1177/0260106019869069,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,0,""
pub.1120657067,"Association between food insecurity, cardiorenal syndrome and all-cause mortality among low-income adults",10.1177/0260106019869069,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1120657067,"Association between food insecurity, cardiorenal syndrome and all-cause mortality among low-income adults",10.1177/0260106019869069,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1120926181,"Food Insecurity and Health Care Use",10.1542/peds.2019-0347,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1120928208,"Food Insecurity, Health, and Development in Children Under Age Four Years",10.1542/peds.2019-0824,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1121084384,"SNAP, Young Children's Health, and Family Food Security and Healthcare Access",10.1016/j.amepre.2019.04.027,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1121084384,"SNAP, Young Children's Health, and Family Food Security and Healthcare Access",10.1016/j.amepre.2019.04.027,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1121091591,"Maternal Place of Birth, Socioeconomic Characteristics, and Child Health in US-Born Latinx Children in Boston",10.1016/j.acap.2019.09.005,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1121091591,"Maternal Place of Birth, Socioeconomic Characteristics, and Child Health in US-Born Latinx Children in Boston",10.1016/j.acap.2019.09.005,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,2,""
pub.1121334461,"Child Compared with Parent Perceptions of Child-Level Food Security",10.1093/cdn/nzz106,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1121407211,"Farm-to-school education grants reach low-income children and encourage them to learn about fruits and vegetables",10.1093/tbm/ibz092,68751d343a311b28982701d1,"Farm to School Census",8,1,""
pub.1121479589,"The Hunger Vital Sign Identifies Household Food Insecurity among Children in Emergency Departments and Primary Care",10.3390/children6100107,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1121479589,"The Hunger Vital Sign Identifies Household Food Insecurity among Children in Emergency Departments and Primary Care",10.3390/children6100107,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1121580493,"A Comparison of Mental Health, Food Insecurity, and Diet Quality Indicators between Foreign-Born Immigrants of Canada and Native-Born Canadians",10.1080/19320248.2019.1672601,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1121886574,"Cross-sectional associations of food insecurity with smoking cigarettes and heavy alcohol use in a population-based sample of adults",10.1016/j.drugalcdep.2019.107646,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,2,""
pub.1121997691,"Money speaks: Reductions in severe food insecurity follow the Canada Child Benefit",10.1016/j.ypmed.2019.105876,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1122014966,"An Evaluation of Food Insecurity and Its Correlates in a Filipino American Study Sample Residing in Clark County, Nevada",10.1089/heq.2019.0074,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1122150392,"Food insecurity and the extremes of childhood weight: defining windows of vulnerability",10.1093/ije/dyz233,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1122204969,"Incarceration Exposure and Maternal Food Insecurity During Pregnancy: Findings from the Pregnancy Risk Assessment Monitoring System (PRAMS), 2004–2015",10.1007/s10995-019-02822-4,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1122204969,"Incarceration Exposure and Maternal Food Insecurity During Pregnancy: Findings from the Pregnancy Risk Assessment Monitoring System (PRAMS), 2004–2015",10.1007/s10995-019-02822-4,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,1,""
pub.1122337406,"Effects of family income and conditional cash transfers on household food insecurity: evidence from a longitudinal study in Northeast Brazil",10.1017/s1368980019003136,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1122337406,"Effects of family income and conditional cash transfers on household food insecurity: evidence from a longitudinal study in Northeast Brazil",10.1017/s1368980019003136,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,1,""
pub.1122431846,"Experiences of Racial and Ethnic Discrimination Are Associated with Food Insecurity and Poor Health",10.3390/ijerph16224369,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1122526897,"Association between food insecurity and emotional eating in Latinos and the mediating role of perceived stress",10.1017/s1368980019002878,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1122546743,"Understanding Coping Mechanisms: An Investigation Into the Strategies Students Use to Avoid, Manage, or Alleviate Food Insecurity",10.1080/2194587x.2019.1669463,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1122755732,"Improving Food Security in Medical Students Using a Cooking Program",10.1080/19320248.2019.1693470,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1122803201,"Food insecurity during pregnancy and gestational weight gain",10.1016/j.ajogmf.2019.100068,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1123024961,"Food Insecurity among College Students Differs by Questionnaire Modality: An Exploratory Study",10.5993/ajhb.44.1.9,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",7,0,""
pub.1123162510,"Identifying a Fine Line between Food Insecurity and Food Acquisition Stress: A Mixed Methods Exploration",10.1080/19320248.2019.1697407,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1123354232,"Effects of a diabetes education intervention on diabetes-related factors among Mexican-origin Hispanics",10.1177/0017896919892025,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1123354232,"Effects of a diabetes education intervention on diabetes-related factors among Mexican-origin Hispanics",10.1177/0017896919892025,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1123463238,"Understanding the Why of College Student Food Insecurity",10.1080/19320248.2019.1701600,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1123654675,"Maternal Depression: Relationship to Food Insecurity and Preschooler Fruit/Vegetable Consumption",10.3390/ijerph17010123,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1123654675,"Maternal Depression: Relationship to Food Insecurity and Preschooler Fruit/Vegetable Consumption",10.3390/ijerph17010123,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1124047862,"Food Insecurity and Depression among Economically Disadvantaged Mothers: Does Maternal Efficacy Matter?",10.1111/aphw.12191,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1124303944,"Frequently Consumed Foods and Energy Contributions among Food Secure and Insecure U.S. Children and Adolescents",10.3390/nu12020304,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1124303944,"Frequently Consumed Foods and Energy Contributions among Food Secure and Insecure U.S. Children and Adolescents",10.3390/nu12020304,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1124869068,"Food Insecurity and Age at Menarche in Tampa Bay, Florida",10.1080/03670244.2020.1727464,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1124869068,"Food Insecurity and Age at Menarche in Tampa Bay, Florida",10.1080/03670244.2020.1727464,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1125153020,"Household food insecurity and antepartum depression in the National Children's Study",10.1016/j.annepidem.2020.01.010,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1125153020,"Household food insecurity and antepartum depression in the National Children's Study",10.1016/j.annepidem.2020.01.010,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1125403014,"Influence of Gestational Weight Gain on the Risk of Preterm Birth for Underweight Women Living in Food Deserts",10.1055/s-0040-1705168,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",10,10,""
pub.1125439346,"Racial Differences in the Associations Between Food Insecurity and Fibroblast Growth Factor 23 in the Coronary Artery Risk Development in Young Adults Study",10.1053/j.jrn.2020.01.020,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,0,""
pub.1125439346,"Racial Differences in the Associations Between Food Insecurity and Fibroblast Growth Factor 23 in the Coronary Artery Risk Development in Young Adults Study",10.1053/j.jrn.2020.01.020,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",6,0,""
pub.1125499099,"Competitive ability of weedy rice: toward breeding weed-suppressive rice cultivars",10.1080/15427528.2020.1733158,68751d343a311b28982701cb,"NASS Census of Agriculture",8,1,""
pub.1125505629,"Food insecurity on a college campus: Prevalence, determinants, and solutions",10.1080/07448481.2020.1725019,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1125510515,"The importance of precision: differences in characteristics associated with levels of food security among college students",10.1017/s1368980019004026,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1125510515,"The importance of precision: differences in characteristics associated with levels of food security among college students",10.1017/s1368980019004026,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1125613768,"U.S food insecurity and population trends with a focus on adults with disabilities",10.1016/j.physbeh.2020.112865,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1125613768,"U.S food insecurity and population trends with a focus on adults with disabilities",10.1016/j.physbeh.2020.112865,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,9,""
pub.1125613768,"U.S food insecurity and population trends with a focus on adults with disabilities",10.1016/j.physbeh.2020.112865,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",9,1,""
pub.1125613768,"U.S food insecurity and population trends with a focus on adults with disabilities",10.1016/j.physbeh.2020.112865,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",9,1,""
pub.1125662981,"Food Security Status of Native Hawaiians and Pacific Islanders in the US: Analysis of a National Survey",10.1016/j.jneb.2020.01.009,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",10,10,""
pub.1125662981,"Food Security Status of Native Hawaiians and Pacific Islanders in the US: Analysis of a National Survey",10.1016/j.jneb.2020.01.009,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,2,""
pub.1125693172,"Geography of Hunger: Demographic and Socioeconomic Determinates of Large-scale Severe Hunger Rates in Fresno, California",10.1080/10875549.2020.1740908,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",9,10,""
pub.1125857260,"Changes of crop failure risks in the United States associated with large-scale climate oscillations in the Atlantic and Pacific Oceans",10.1088/1748-9326/ab82cd,68751d343a311b28982701cb,"NASS Census of Agriculture",10,10,""
pub.1125879832,"Food Insecurity and Mental Health: A Meta-Analysis",10.2139/ssrn.3520061,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1125879832,"Food Insecurity and Mental Health: A Meta-Analysis",10.2139/ssrn.3520061,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",8,1,""
pub.1125879832,"Food Insecurity and Mental Health: A Meta-Analysis",10.2139/ssrn.3520061,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1125921435,"Food Insecurity and Influenza and Pneumonia Vaccines Uptake Among Community-Dwelling Older Adults in the United States",10.1007/s10900-020-00812-0,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,8,""
pub.1125921435,"Food Insecurity and Influenza and Pneumonia Vaccines Uptake Among Community-Dwelling Older Adults in the United States",10.1007/s10900-020-00812-0,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",10,10,""
pub.1125947018,"The association of food insecurity with the relative reinforcing value of food, BMI, and gestational weight gain among pregnant women",10.1016/j.appet.2020.104685,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
